="NumÃ©ro FINESS";="SIRET";="APE";="Raison sociale";="ComplÃ©ment distribution";="Adresse";="Lieudit/BP";="Code postal";="Libelle routage";="Tel";="Fax";="Date ouvert";="Code categorie";="Lib categorie";="Code statut";="Lib statut";="Code tarif";="Lib tarif";="Code PSPH";="Lib PSPH";="FINESS juridique";="SOC:";="Discipline1";="Mode de fonctionnement1";="ClientÃ?le1";="CapacitÃ© hommes1";="CapacitÃ© femmes1";="CapacitÃ© totale1";="Discipline2";="Mode de fonctionnement2";="ClientÃ?le2";="CapacitÃ© hommes2";="CapacitÃ© femmes2";="CapacitÃ© totale2";="Discipline3";="Mode de fonctionnement3";="ClientÃ?le3";="CapacitÃ© hommes3";="CapacitÃ© femmes3";="CapacitÃ© totale3";="Discipline4";="Mode de fonctionnement4";="ClientÃ?le4";="CapacitÃ© hommes4";="CapacitÃ© femmes4";="CapacitÃ© totale4";="Discipline5";="Mode de fonctionnement5";="ClientÃ?le5";="CapacitÃ© hommes5";="CapacitÃ© femmes5";="CapacitÃ© totale5";
="540012796";="265 401 505 00051";="8810C";="ESAT DE ROSIERES AUX SALINES (CAPS)";;="4 RUE LEON PARISOT";;="54110";="ROSIERES AUX SALINES";="03 83 48 14 12 ";;="01 juillet 1991";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540002060";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="89";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540012978";="783 339 807 00027";="8810C";="ESAT DE L'INST J.AVEUGLE-DEFIC VISUELS";;="DOMAINE DES EAUX BLEUES";="BP 9";="54460";="LIVERDUN";="03 83 24 69 00 ";="03 83 24 69 09";="01 octobre 1993";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="63";="Fondation";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540001013";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience Visuelle (Sans Autre Indication)";="0";="0";="45";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540013083";="775 615 594 00600";="8810C";="ESAT VAL DE LORRAINE-ATELIER DU BREUIL";="ZAC DU BREUIL";="277 RUE EDMONT MICHELET";;="54700";="PONT A MOUSSON";="03 83 82 86 63 ";;="01 novembre 1990";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540006749";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience intellectuelle";="0";="0";="39";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540013273";="185 400 025 00010";="8810C";="ESAT D'ALLAMPS (GIP HAND INSERT)";;="1 RUE DES CITES";;="54112";="ALLAMPS";="03 83 25 48 85 ";="03 83 25 49 24";="01 octobre 1993";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="28";="Groupement d'Intérêt Public (G.I.P.)";="34";="ARS / DG dotation globale";;;="540013257";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="65";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540015328";="265 401 505 00358";="8810C";="ESAT LA FERME DE LA FAISANDERIE (CAPS)";;="CHEMIN LE COMTE";;="54550";="BAINVILLE SUR MADON";="03 83 47 27 58 ";;="06 décembre 2005";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540002060";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="30";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540018835";="775 615 594 00485";="8810C";="ESAT BRIEY-PIENNES SITE PIENNES (AEIM)";;="ZONE INDUSTRIELLE LA MOURIERE";="BP 8";="54490";="PIENNES";="03 82 21 83 22 ";="03 82 21 79 76";="01 janvier 1999";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540006749";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience intellectuelle";="0";="0";="60";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540019643";="265 401 505 00028";="8810C";="ESAT DE LUNEVILLE (CAPS)";;="3 RUE DES TROIS FRERES MOUGIN";;="54300";="LUNEVILLE";="03 83 73 84 38 ";;="01 juillet 1991";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540002060";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="52";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540019684";="265 401 505 00366";="8810C";="ESAT DE PULNOY (CAPS)";;="5 ALLEE DU MIDI";;="54270";="ESSEY LES NANCY";="03 83 20 35 95 ";;="17 juillet 2000";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540002060";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="49";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540019692";="265 401 505 00101";="8810C";="ESAT D'ANGOMONT (CAPS)";;="11 GRANDE RUE";;="54540";="ANGOMONT";="03 83 42 26 47 ";="03 83 76 19 93";="23 juin 2000";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540002060";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="8";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540023553";="265 401 505 00333";="8810C";="ESAT DE PAGNY SUR MOSELLE ( CAPS )";;="20 RUE DE LA VICTOIRE";;="54530";="PAGNY SUR MOSELLE";="03 83 48 14 12 ";="03 83 46 68 25";="08 septembre 2014";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540002060";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="22";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="540027083";="265 401 505 00374";="8720A";="ESAT AU CHATEAU";="CHATEAU DE BRABOIS";="6 RUE JEAN ZAY";;="54600";="VILLERS LES NANCY";="03 83 95 53 60 ";;="01 avril 2023";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="540002060";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="32";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550000590";="200 084 382 00338";="8810C";="ESAT - LES ISLETTES";;="ROUTE DE LOCHERES";;="55120";="CLERMONT EN ARGONNE";="03 29 88 23 06 ";;="31 décembre 1995";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="34";="ARS / DG dotation globale";;;="550007561";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="18";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550000673";="200 084 382 00304";="8810C";="ESAT - BAR-LE-DUC";;="4 RUE DU PORT";;="55000";="BAR LE DUC";="03 29 88 23 06 ";;="15 juin 1997";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="34";="ARS / DG dotation globale";;;="550007561";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="6";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550000681";="200 084 382 00312";="8810C";="ESAT - BELLEVILLE";;="RUE DU BATAILLON XII 20";;="55430";="BELLEVILLE SUR MEUSE";="03 29 88 23 06 ";;="01 janvier 1996";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="34";="ARS / DG dotation globale";;;="550007561";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="6";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550000939";="200 084 382 00346";="8810C";="ESAT - STENAY";="PEPINIERE D'ENTREPRISES";="QUARTIER CHANZY";;="55700";="STENAY";="03 29 88 23 06 ";;="24 avril 2003";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="34";="ARS / DG dotation globale";;;="550007561";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="6";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550003461";="775 616 592 00074";="8810C";="ESAT 'LES JARDINS DE VASSINCOURT'";;="ROUTE DE NEUVILLE";;="55800";="VASSINCOURT";="03 29 78 58 03 ";="03 29 78 58 04";="01 septembre 1973";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="550005003";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficiences Intellectuelles (SAI) avec Troubles Associés";="0";="0";="74";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550003479";="775 616 592 00082";;="ESAT INDUSTRIEL DE BAR LE DUC";;="55 RUE DU PORT";;="55000";="BAR LE DUC";="03 29 45 73 52 ";="03 29 78 52 16";="01 septembre 1979";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="550005003";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficiences Intellectuelles (SAI) avec Troubles Associés";="0";="0";="69";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550003487";="775 616 592 00066";="8810C";="ESAT'LES ATELIERS DE L'ADAPEIM' VERDUN";;="4 RUE DE CUMIERES";;="55100";="VERDUN";="03 29 86 40 34 ";="03 29 86 58 43";="01 septembre 1977";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="550005003";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficiences Intellectuelles (SAI) avec Troubles Associés";="0";="0";="104";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550003867";="775 688 732 02935";;="ESAT DE LACHAUSSEE";;="DOMAINE DU VIEUX MOULIN";;="55210";="LACHAUSSEE";="03 29 89 36 02 ";="03 29 90 00 47";="01 mars 1982";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="750719239";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="40";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550004980";="775 616 592 00207";="8810C";="ANNEXE ESAT INDUSTRIEL DE BAR LE DUC";;="ROUTE DE NEUVILLE";;="55800";="VASSINCOURT";="03 29 78 53 43 ";="03 29 78 53 43";="18 janvier 1999";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="550005003";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficiences Intellectuelles (SAI) avec Troubles Associés";="0";="0";="59";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550005151";="200 084 382 00320";="8810C";="ESAT - COMMERCY";;="9 RUE PORTE SAINTE BARBE";;="55200";="COMMERCY";="03 29 88 23 06 ";;="09 septembre 1999";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="34";="ARS / DG dotation globale";;;="550007561";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="6";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="550005201";="775 616 592 00132";="8810C";="ESAT 'LES JARDINS DE VILLERS'";;="16 RUE DE VILLERS SOUS BONCHAMP";="MONTVILLERS";="55160";="BONZEE";="03 29 46 46 02 ";="03 29 87 38 11";="01 septembre 1988";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="550005003";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficiences Intellectuelles (SAI) avec Troubles Associés";="0";="0";="50";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560002164";="415 012 475 00109";="8810C";="ESAT SAINT GEORGES";;="ROSNARHO";;="56950";="CRACH";="02 97 56 61 16 ";="02 97 50 77 36";="23 janvier 1980";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560000754";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="70";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560002461";="775 617 673 00063";="8810C";="ESAT DU PIGEON BLANC";;="90 RUE DU PIGEON BLANC";="BP 123";="56304";="PONTIVY CEDEX";="02 97 25 99 88 ";="02 97 25 99 96";="24 février 1975";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560005902";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience intellectuelle";="0";="0";="103";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560002776";="775 676 265 00090";="8810C";="ESAT HOVIA - ARZON";;="22 RUE JULES CESAR";="TUMIAC";="56640";="ARZON";="02 97 53 70 05 ";="02 97 53 99 43";="01 avril 1980";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="750721029";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap psychique";="0";="0";="50";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560004590";="415 012 475 00067";;="ESAT LES MENHIRS";;="20 RUE DU MENHIR";="BP 5";="56204";="LA GACILLY CEDEX";="02 99 08 10 64 ";="02 99 08 13 06";="04 avril 1904";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560000754";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="65";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560004608";="200 023 976 00067";="8810C";="ESAT ADDEQUAT";;="RUE DU PRE AU DUC";="PARC ER MENEAH";="56390";="GRAND CHAMP";="02 97 61 47 37 ";="02 97 66 79 17";="01 octobre 1979";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="21";="Etablissement Social et Médico-Social Communal";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560024531";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="65";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560004616";="415 245 646 00120";="8810C";="ESAT GUIDEL";="ZI DES 5 CHEMINS";="10 ROUTE DE TY RHUN";;="56520";="GUIDEL";="02 97 02 96 40 ";="02 97 02 96 40";="17 juillet 1979";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="47";="Société Mutualiste";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560025470";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="60";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560004624";="775 617 673 00451";="8810C";="ESAT LES BRUYERES";;="5 RUE MARIE CURIE";;="56800";="PLOERMEL";="02 97 42 25 28 ";="02 97 42 22 89";="17 septembre 1973";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560005902";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="85";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560004632";="775 617 673 00097";="8810C";="ESAT LES ATELIERS DU PRAT";;="1 RUE DE L'ESPERANCE";="ZI DU PRAT";="56000";="VANNES";="02 97 68 83 00 ";="02 97 68 83 08";="01 février 1977";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560005902";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="94";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560004640";="775 617 673 00105";="8810C";="ESAT ALTER EGO";;="2 RUE DENIS PAPIN";;="56700";="HENNEBONT";="02 97 36 14 29 ";="02 97 36 17 02";="16 mai 1978";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560005902";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="126";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560005233";="265 602 037 00029";="8810C";="ESAT LE BOIS JUMEL";;="9 RUE ABBE DE LA VALLIERE";;="56910";="CARENTOIR";="02 99 93 70 70 ";="02 99 08 97 72";="01 janvier 1982";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="21";="Etablissement Social et Médico-Social Communal";="34";="ARS / DG dotation globale";;;="560000887";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="65";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560005258";="415 012 475 00125";;="ESAT LE PHARE";;="15 RUE NATIONALE";;="56460";="VAL D OUST";="02 97 74 93 56 ";="02 97 74 86 39";="03 août 1981";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560000754";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="60";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560005498";="784 579 682 01474";="8810C";="ESAT DE L' APAJH";;="1 IMPASSE DE KERHOAS";="BP 13";="56260";="LARMOR PLAGE";="02 97 83 52 52 ";="02 97 37 09 13";="10 janvier 1983";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="750050916";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="88";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560005522";="775 617 673 00162";;="ESAT LES ATELIERS ALREENS";;="12 RUE DE L'EUROPE";="ZI DU MOUSTOIR";="56950";="CRACH";="02 97 24 25 16 ";="02 97 24 81 18";="17 janvier 1983";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560005902";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="86";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560005548";="777 507 724 00097";;="ESAT ST YVES";;="KERLAN";="BP 9";="56770";="PLOURAY";="02 97 34 80 61 ";="02 97 34 84 24";="01 février 1983";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560029969";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap psychique";="0";="0";="68";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560005563";="777 800 848 00098";;="ESAT SENSORIEL ET LANGAGE";;="6 ALLEE MARIE LOUISE TRICHET";="LA CHARTREUSE EN BRECH";="56402";="AURAY CEDEX";="02 97 56 67 17 ";;="01 janvier 1983";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560011702";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Surdi-Cécité avec ou sans troubles associés";="0";="0";="42";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560007114";="777 799 933 00026";="8810C";="ESAT LES HARDYS BEHELEC";;="LES HARDYS BEHELEC";;="56140";="ST MARCEL";="02 97 75 20 50 ";="02 97 75 27 35";="15 octobre 1984";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="560005886";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="60";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560007221";="265 613 364 00016";;="ESAT LA VIEILLE RIVIERE";;="1 RUE RENE CASSIN";="BP 199";="56300";="PONTIVY";="02 97 25 00 86 ";="02 97 27 94 11";="19 janvier 1981";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="21";="Etablissement Social et Médico-Social Communal";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560006496";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="64";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560011975";="777 884 032 00023";;="ESAT AGROMARAIS";="LA BOUSSELAIE";="ZONE INDUSTRIELLE DE LA GARE";;="56220";="ST JACUT LES PINS";="02 99 71 90 93 ";="02 99 71 85 12";="29 décembre 1992";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560000457";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="28";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560023400";="775 617 673 00402";;="ESAT DE L'ARMOR A L'ARGOAT";;="819 ROUTE DE CAUDAN";="KERGOUSSEL";="56850";="CAUDAN";="02 97 76 44 50 ";="02 97 76 51 15";="01 novembre 1999";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560005902";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="40";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="40";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="560023889";="415 245 646 00112";;="ESAT DE KERLIR";;="ZONE DE KERLIR";;="56270";="PLOEMEUR";="02 97 86 13 46 ";;="12 août 2003";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="47";="Société Mutualiste";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="560025470";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Troubles du spectre de l'autisme";="0";="0";="15";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Cérébro lésés";="0";="0";="28";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570004465";;="8810C";="ESAT 'LE VILLAGE'";;="3 ROUTE DE LACHAMBRE";;="57730";="ALTVILLER";="03 87 29 77 77 ";;="10 mars 1977";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="51";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
