="NumÃ©ro FINESS";="SIRET";="APE";="Raison sociale";="ComplÃ©ment distribution";="Adresse";="Lieudit/BP";="Code postal";="Libelle routage";="Tel";="Fax";="Date ouvert";="Code categorie";="Lib categorie";="Code statut";="Lib statut";="Code tarif";="Lib tarif";="Code PSPH";="Lib PSPH";="FINESS juridique";="SOC:";="Discipline1";="Mode de fonctionnement1";="ClientÃ?le1";="CapacitÃ© hommes1";="CapacitÃ© femmes1";="CapacitÃ© totale1";="Discipline2";="Mode de fonctionnement2";="ClientÃ?le2";="CapacitÃ© hommes2";="CapacitÃ© femmes2";="CapacitÃ© totale2";="Discipline3";="Mode de fonctionnement3";="ClientÃ?le3";="CapacitÃ© hommes3";="CapacitÃ© femmes3";="CapacitÃ© totale3";="Discipline4";="Mode de fonctionnement4";="ClientÃ?le4";="CapacitÃ© hommes4";="CapacitÃ© femmes4";="CapacitÃ© totale4";="Discipline5";="Mode de fonctionnement5";="ClientÃ?le5";="CapacitÃ© hommes5";="CapacitÃ© femmes5";="CapacitÃ© totale5";
="180008336";;="8810C";="ESAT DE BOURGES (LADAPT)";="ZONE INDUSTRIELLE DES DANJONS";="31 RUE LOUIS ARMAND";;="18000";="BOURGES";="02 48 24 11 32 ";="02 48 65 10 84";="31 décembre 1998";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="750078149";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Motrice avec Troubles Associés";="0";="0";="18";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Motrice sans Troubles Associés";="0";="0";="31";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="190002063";="493 844 252 00103";="8810C";="ESAT LES ATELIERS DU VALLON";;="15 ROUTE DE LA COURTINE";;="19340";="EYGURANDE";="05 55 46 17 00 ";="05 55 46 17 01";="04 septembre 1980";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="63";="Fondation";="34";="ARS / DG dotation globale";;;="190011304";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Retard Mental Léger";="0";="0";="73";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="190002451";="493 844 252 00087";="8810C";="ESAT ATELIERS LA SOURCE";;="2 ROUTE DE BEAUNE";;="19290";="SORNAC";="05 55 94 61 20 ";="05 55 94 43 66";="05 janvier 1978";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="63";="Fondation";="34";="ARS / DG dotation globale";;;="190011304";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Retard Mental Moyen";="0";="0";="74";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="190002550";="777 967 068 00340";="8810C";="ESAT LE MOULIN DU SOLEIL";;="IMPASSE IMPASSE DES BATTEURS D'OR";;="19000";="TULLE";="05 55 20 11 44 ";="05 55 20 75 41";="20 novembre 1967";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="190001487";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="32";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="28";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Cérébro lésés";="0";="0";="5";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Troubles du spectre de l'autisme";="0";="0";="5";="";="";="";="";="";="";
="190002576";="775 566 649 00262";="8810C";="ESAT ADAPEI BESSEMER";="ATELIER DE MALEMORT";="2 RUE HENRI BESSEMER";;="19360";="MALEMORT";="05 55 92 00 33 ";="05 55 92 17 39";="01 septembre 1970";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="190001479";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="120";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="190002675";="261 929 236 00113";="8810C";="ESAT EPDA DU GLANDIER";;="6 RUE DE TOUVENT";;="19210";="LUBERSAC";="05 55 73 81 00 ";="05 55 73 67 07";="01 juillet 1987";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="34";="ARS / DG dotation globale";;;="190009688";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Retard Mental Moyen";="0";="0";="43";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="190004168";="775 566 649 00072";="8810C";="ESAT ADAPEI MULATET";="ATELIER DE TULLE";="ZONE INDUSTRIELLE DE MULATET";;="19000";="TULLE";="05 55 20 47 90 ";="05 55 20 47 94";="09 novembre 1976";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="190001479";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="62";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="190004176";="775 566 649 00130";="8810C";="ESAT ADAPEI LE THEIL";="ATELIER D'USSEL";="ZONE INDUSTRIELLE LE THEIL";;="19200";="USSEL";="05 55 46 01 25 ";="05 55 46 01 29";="01 décembre 1984";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="190001479";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="47";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="190004408";="493 844 252 00194";="8810C";="ESAT ATELIERS LA SAULE";;="1620 ROUTE DU SAUT DE LA SAULE";;="19110";="BORT LES ORGUES";="05 55 46 18 98 ";="05 55 96 79 52";="01 janvier 1983";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="63";="Fondation";="34";="ARS / DG dotation globale";;;="190011304";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Retard Mental Moyen";="0";="0";="63";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="190005892";="330 875 501 00034";="8810C";="ESAT DU PUY GRAND ET DE LA VEZERE";;="95 ROUTE DE LESPINASSE";="BEL ASPECT";="19450";="CHAMBOULIVE";="05 55 17 90 28 ";="05 55 21 69 90";="20 septembre 1990";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="190001974";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="62";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="190006023";="777 967 068 00100";="8810C";="ESAT ATELIERS NATURE";;="150 AVENUE JULES FERRY";;="19130";="OBJAT";="05 55 25 69 76 ";="05 55 25 57 85";="17 décembre 1991";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="190001487";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Troubles du spectre de l'autisme";="0";="0";="4";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="14";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="4";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Cérébro lésés";="0";="0";="3";="";="";="";="";="";="";
="190006148";="777 967 068 00126";="8810C";="ESAT ATELIERS DE CROISY";;="ROUTE DU CHASTANG";;="19400";="ARGENTAT SUR DORDOGNE";="05 55 28 91 23 ";="05 55 28 35 17";="01 décembre 1992";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="190001487";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="24";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Cérébro lésés";="0";="0";="5";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="14";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Troubles du spectre de l'autisme";="0";="0";="4";="";="";="";="";="";="";
="190006361";="777 967 068 00340";="8810C";="ESAT ATELIERS NATURE";;="LE BOURG";;="19130";="ST AULAIRE";="05 55 25 69 76 ";;="04 octobre 1993";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="190001487";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="4";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Cérébro lésés";="0";="0";="2";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Handicap psychique";="0";="0";="2";="";="";="";="";="";="";="";="";="";="";="";="";
="210002846";="833 012 016 00469";="8810C";="ESAT HABILIS CORTOTS";;="9 RUE DES CORTOTS";;="21121";="FONTAINE LES DIJON";="03 80 55 02 02 ";="03 80 55 02 00";="02 décembre 1996";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="210013041";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap psychique";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="0";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience Motrice";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";="";
="210780862";="775 567 761 00967";="8810C";="ESAT LES BORDES";;="390 RUE CHARLES DE GAULLE";;="21500";="MONTBARD";="03 80 89 90 20 ";="03 80 89 90 16";="04 mai 1973";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="47";="Société Mutualiste";="34";="ARS / DG dotation globale";;;="210781266";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="90";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap psychique";="0";="0";="25";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="210781423";="311 843 023 00020";="8810C";="ESAT NUITS ST GEORGES";="ZONE INDUSTRIELLE";="7 RUE PHILIPPE LEBON";;="21703";="NUITS ST GEORGES CEDEX";="03 80 62 45 00 ";="03 80 61 37 52";="06 février 1978";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="210000360";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="90";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="210980108";="775 567 241 00069";="8810C";="ESAT DU CLOS CHAMEROY BEAUNE";;="10 RUE DU CLOS CHAMEROY";;="21200";="BEAUNE";="03 80 26 25 50 ";="03 80 24 69 68";="01 octobre 1976";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="210000113";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="90";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="210981106";="333 695 922 00430";="8810C";="ESAT ACODEGE MARSANNAY";;="322 RUE DARDELAIN";;="21160";="MARSANNAY LA COTE";="03 80 59 94 94 ";="03 80 52 12 31";="04 décembre 1969";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="210984076";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficiences Visuelles avec troubles associés";="0";="0";="15";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="200";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="210983052";="833 012 016 00469";="8810C";="ESAT HABILIS LE GOÉLAND ET INTERVALLE";="30 A RUE ELSA TRIOLET";="30 RUE ELSA TRIOLET";;="21000";="DIJON";="03 80 59 94 40 ";="03 80 59 94 41";="01 janvier 1990";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="210013041";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap psychique";="0";="0";="39";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience Motrice";="0";="0";="10";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="82";="";="";="";="";="";="";="";="";="";="";="";="";
="210984597";="775 567 761 00140";="8810C";="ESAT DE L'AUXOIS";;="ROUTE DE DIJON";;="21140";="SEMUR EN AUXOIS";="03 80 97 11 36 ";="03 80 97 29 97";="01 juillet 1976";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="47";="Société Mutualiste";="34";="ARS / DG dotation globale";;;="210781266";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap psychique";="0";="0";="15";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="45";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="210984613";="778 125 468 00489";="8810C";="ESAT HANDY'UP BEZOUOTTE";;="9 RUE DE LA FORGE";="BP 23";="21310";="BEZOUOTTE";="03 80 36 59 59 ";="03 80 36 52 60";="01 janvier 1974";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="700783475";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="75";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="210984621";="775 567 761 01171";="8810C";="ESAT HENRI BAILLOT CHATILLON";;="4 COMBE JEAN ROBERT";;="21400";="CHATILLON SUR SEINE";="03 80 91 33 73 ";="03 80 91 89 45";="11 décembre 1978";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="47";="Société Mutualiste";="34";="ARS / DG dotation globale";;;="210781266";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap psychique";="0";="0";="10";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="40";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="210984654";="775 567 761 01759";="8810C";="ESAT MUTUALISTE QUETIGNY";;="1 RUE DES PEUPLIERS";;="21800";="QUETIGNY";="03 80 46 89 46 ";="03 80 46 89 40";="01 juillet 1976";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="47";="Société Mutualiste";="34";="ARS / DG dotation globale";;;="210781266";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="140";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap psychique";="0";="0";="20";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="210985297";="775 688 732 05375";="8810C";="ESAT CLOTHILDE LAMBOROT QUETIGNY";;="3 IMPASSE DU MONTBOUCHARD";;="21800";="QUETIGNY";="03 80 48 20 98 ";="03 80 48 20 96";="15 novembre 1987";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="750719239";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience Motrice avec Troubles Associés";="0";="0";="50";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="220002612";="775 568 884 00206";;="ESATCO SITE DU PAYS DE LOUDEAC";;="RUE CHATEAUBRIAND";="BP 334";="22604";="LOUDEAC CEDEX";="02 96 66 83 20 ";="02 96 28 01 23";="01 janvier 1975";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="220005805";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="126";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="220004188";="775 568 884 00438";;="ESATCO SITE DU PAYS DE TREGUIER";;="12 RUE RUE GUSTAVE EIFFEL";="BP 9";="22220";="MINIHY TREGUIER";="02 96 92 41 77 ";="02 96 92 26 51";="01 mai 1974";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="220005805";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="114";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="220004196";="775 568 884 00156";="8810C";="ESATCO SITE DU PAYS DE SAINT BRIEUC";="PARC D'ACTIVITÉS DES CHATELETS";="25 RUE DES CHATELETS";;="22440";="PLOUFRAGAN";="02 96 94 12 06 ";="02 96 78 72 53";="02 septembre 1974";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="220005805";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="125";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="220004204";="775 568 884 00115";;="ESATCO SITE DU PAYS DE DINAN";;="";="BP 46356";="22100";="QUEVERT";="02 96 87 33 33 ";="02 96 87 33 22";="02 mai 1975";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="220005805";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="99";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="220004485";="200 076 818 00141";="8810C";="ESAT LES MAURIERS";;="SAINT QUIHOUET";;="22940";="PLAINTEL";="02 96 32 16 03 ";="02 96 32 03 65";="01 janvier 1971";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="220024053";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="123";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
